Line,bus1,bus2
Line.LN6506316-6,bus1=M3037537.2,bus2=L2911069.2
Line.LN5775367-1,bus1=M1126025.1,bus2=L2823545.1
Line.LN6108156-1,bus1=L3160108.2,bus2=L3029510.2
Line.LN5716230-2,bus1=P827527,bus2=N1136658
Line.LN5863714-4,bus1=M1069503,bus2=N1134478
Line.LN5588822-1,bus1=M1125982.2,bus2=L3029055.2
Line.LN5623402-1,bus1=M1047410.1,bus2=M1047409.1
Line.LN5712498-1,bus1=L2839305.1,bus2=M1166361.1
Line.LN5863706-1,bus1=M1047503,bus2=L2841635
Line.LN5619489-1,bus1=M1047577,bus2=M1047592
Line.LN6291242-1,bus1=M1209797,bus2=M1209791
Line.LN6047584-1,bus1=M1047345,bus2=L2991922
Line.LN6991377-18,bus1=L3728037.1,bus2=M3949154.1
Line.LN6247127-3,bus1=M1069499,bus2=N1134476
Line.LN81353936-2,bus1=M3763623.3,bus2=L3645811.3
Line.LN81048109-2,bus1=L3102286.2,bus2=M1108433.2
Line.LN6409797-1,bus1=L3251808.1,bus2=M1027100.1
Line.LN6229816-1,bus1=L3254229.2,bus2=M1069565.2
Line.LN5742808-1,bus1=M1069133.1,bus2=L2710521.1
Line.LN5593236-6,bus1=M1047515,bus2=M1047513
Line.LN5985378-1,bus1=M1026824,bus2=M1009807
Line.LN5896831-1,bus1=M1142799.2,bus2=M1142798.2
Line.LN6025724-5,bus1=N1136672.3,bus2=L3253995.3
Line.LN6199531-1,bus1=L2841638.3,bus2=L2860492.3
Line.LN6229812-1,bus1=M1026496.2,bus2=L2691959.2
Line.LN6169247-1,bus1=L2935554,bus2=M1047713
Line.LN6422809-4,bus1=N1136666,bus2=M1047528
Line.LN5837496-3,bus1=M1108489.1,bus2=N1142101.1
Line.LN5653462-1,bus1=M1026648.1,bus2=L2973159.1
Line.LN5835125-1,bus1=M1008758.2,bus2=L2822859.2
Line.LN5472371-1,bus1=M1047345.1,bus2=M1047340.1
Line.LN5746547-1,bus1=P827531.1,bus2=M1026343.1
Line.LN5928743-2,bus1=P829960.2,bus2=N1141478.2
Line.LN6411380-1,bus1=M1089118.3,bus2=L2973158.3
Line.LN5503584-1,bus1=M1108356.3,bus2=L2674052.3
Line.LN5654433-1,bus1=M1125990,bus2=L3067478
Line.LN6380799-1,bus1=M1026463.2,bus2=M1026468.2
Line.LN5472390-3,bus1=N1136366,bus2=L2916620
Line.LN5774495-1,bus1=L2991939,bus2=L3216367
Line.LN6379342-1,bus1=P901909.2,bus2=M1026472.2
Line.LN5623398-1,bus1=M1026939.2,bus2=L3104124.2
Line.LN6077808-1,bus1=M1027073.3,bus2=M1027071.3
Line.LN81048102-2,bus1=L3233412.1,bus2=M1108413.1
Line.LN6199530-1,bus1=R18242,bus2=L3254218
Line.LN6506315-4,bus1=L3217053.3,bus2=M3037455.3
Line.LN6260019-1,bus1=L2841626.3,bus2=L3235266.3
Line.LN5742811-3,bus1=L2820531,bus2=N1137992
Line.LN6110366-1,bus1=P827553.2,bus2=M1047826.2
Line.LN5833633-4,bus1=M1108499.1,bus2=L3065665.1
Line.LN6407207-1,bus1=M1069533.2,bus2=P895117.2
Line.LN5562957-1,bus1=M1027071.3,bus2=L3235267.3
Line.LN5531226-1,bus1=M1027042.3,bus2=L3235248.3
Line.LN6315098-1,bus1=L3217064.2,bus2=L3200222.2
Line.LN5532750-1,bus1=L3254213,bus2=M1027039
Line.LN6991377-11,bus1=L3729297.1,bus2=L3729298.1
Line.LN5679770-3,bus1=N1136031.3,bus2=L3197625.3
Line.LN6195470-1,bus1=P895080.1,bus2=L2917333.1
Line.LN5985355-4,bus1=196-29521.2,bus2=N1136355.2
Line.LN5774459-1,bus1=M1026764.1,bus2=L3178976.1
Line.LN6380827-1,bus1=M1026468.2,bus2=L2766732.2
Line.LN6231992-2,bus1=N1140516.3,bus2=M1089176.3
Line.LN6411377-1,bus1=M1047420.1,bus2=L2820556.1
Line.LN6167816-1,bus1=M1047623.1,bus2=L3008279.1
Line.LN6230793-1,bus1=M1209748.2,bus2=L3142099.2
Line.LN5561444-1,bus1=M1125988.1,bus2=L2898457.1
Line.LN5508630-1,bus1=M1166376,bus2=L2842384
Line.LN6073916-1,bus1=L3067448.3,bus2=L2763407.3
Line.LN5472402-1,bus1=L2925506,bus2=M1069438
Line.L9407_48332_sw,bus1=D6023352-1_INT,bus2=E184626
Line.LN6023352-1,bus1=L2842383,bus2=D6023352-1_INT
Line.LN5804805-1,bus1=L3235257,bus2=L2822871
Line.LN6349051-1,bus1=M1047750.1,bus2=L2708293.1
Line.LN5803264-3,bus1=N1137985.1,bus2=L3176656.1
Line.LN5621848-2,bus1=P901927.2,bus2=N1136353.2
Line.LN5593240-1,bus1=M1026877.1,bus2=M1026906.1
Line.LN5927298-1,bus1=M1108490,bus2=L3142049
Line.LN6198049-1,bus1=L3120502.1,bus2=M1026792.1
Line.LN5863699-1,bus1=M1027013.2,bus2=P901905.2
Line.LN5774462-2,bus1=M3036165.2,bus2=L3197636.2
Line.LN5835144-1,bus1=L3066815,bus2=M1047548
Line.LN5504714-1,bus1=M1026485.2,bus2=P827542.2
Line.LN6047565-1,bus1=M1026920,bus2=M1026926
Line.LN5531256-1,bus1=M1026829,bus2=M1026824
Line.LN6274208-2,bus1=L2896685,bus2=M1089185
Line.LN6018242-1,bus1=M1126017.1,bus2=L2748781.1
Line.LN6017282-1,bus1=M1009840.2,bus2=L3216338.2
Line.LN6108150-3,bus1=M1026695,bus2=N1140818
Line.LN5593247-1,bus1=L3216344.2,bus2=L2860501.2
Line.LN6198133-1,bus1=M1209800.3,bus2=L2839332.3
Line.LN6411387-1,bus1=M1047521.1,bus2=L2954353.1
Line.LN5589095-1,bus1=P895075.3,bus2=M1108524.3
Line.LN5804827-1,bus1=M1027073.3,bus2=L3104118.3
Line.LN5833624-3,bus1=N1134480,bus2=M1069519
Line.LN5744350-1,bus1=M1069607.2,bus2=M1069619.2
Line.LN6290227-1,bus1=M1069613.2,bus2=M1069597.2
Line.LN5985349-1,bus1=M1069632.2,bus2=L2726974.2
Line.LN5744342-1,bus1=L2785527.1,bus2=L2766729.1
Line.LN5715016-2,bus1=M1125904.1,bus2=N1142108.1
Line.LN5532742-1,bus1=M1069149.3,bus2=M1069148.3
Line.LN5867449-1,bus1=M1069376.2,bus2=P827563.2
Line.LN5472387-1,bus1=M1069565.2,bus2=M1069572.2
Line.LN6167731-1,bus1=M1108534,bus2=M1108526
Line.LN6392977-1,bus1=L3215340.1,bus2=M1027087.1
Line.LN6259987-1,bus1=M1047483,bus2=M1047480
Line.LN5653453-1,bus1=M1027005.2,bus2=L3160100.2
Line.LN6198036-1,bus1=M1069560.2,bus2=L3176660.2
Line.LN8976560-2,bus1=M1125943.3,bus2=221-703009.3
Line.LN6229799-1,bus1=M1026874.1,bus2=L3197638.1
Line.LN6103926-1,bus1=M1125969.2,bus2=P895102.2
Line.LN6046144-1,bus1=L3235266.3,bus2=L2801950.3
Line.LN5774468-1,bus1=M1069136.3,bus2=L2841638.3
Line.LN5591805-1,bus1=L2673343.2,bus2=L2764436.2
Line.X8225_48332_sw,bus1=D5565090-1_INT.2,bus2=E182744.2
Line.LN5565090-1,bus1=L3029495.2,bus2=D5565090-1_INT.2
Line.LN8979255-1,bus1=M1108387,bus2=P850080
Line.LN6138629-1,bus1=M1027068.3,bus2=M1027066.3
Line.LN5682346-2,bus1=M1069503,bus2=N1134479
Line.LN5775442-1,bus1=M1209805,bus2=L2823592
Line.LN6440069-1,bus1=L2933164,bus2=L3029498
Line.LN6170293-1,bus1=L2992624,bus2=M1125919
Line.LN81018878-3,bus1=N1138608.3,bus2=L3232301.3
Line.LN6106583-2,bus1=M1010017.1,bus2=L2858175.1
Line.LN5774489-1,bus1=M1009820.2,bus2=L3254234.2
Line.LN5715002-1,bus1=M1142869,bus2=M1142871
Line.LN5623415-1,bus1=M1069544.2,bus2=M1069543.2
Line.LN5867448-1,bus1=M1089197.1,bus2=P827498.1
Line.LN5472365-1,bus1=L2822868.1,bus2=L2766723.1
Line.LN5712492-1,bus1=M1108331.3,bus2=L3045895.3
Line.LN5987954-1,bus1=M1142874,bus2=M1142875
Line.LN6138596-1,bus1=M1069390.1,bus2=L2841618.1
Line.LN5815900-1,bus1=E192860,bus2=M1209817
Line.LN5500957-1,bus1=M1026767.1,bus2=L3216346.1
Line.LN6254100-1,bus1=M1186078.3,bus2=L2806553.3
Line.LN5835175-1,bus1=M1047453.2,bus2=L2785547.2
Line.LN6199516-1,bus1=M1026948.2,bus2=M1026947.2
Line.LN8979344-3,bus1=221-311595.3,bus2=N1139251.3
Line.LN5895816-3,bus1=N1140825,bus2=L3216368
Line.LN247160,bus1=F739841.2,bus2=L0247160.2
Line.LN6380820-1,bus1=M1026327.2,bus2=L3122823.2
Line.LN6381856-1,bus1=M1166386.3,bus2=L3048966.3
Line.LN5894225-1,bus1=M1142810.2,bus2=M1142808.2
Line.LN6379372-1,bus1=M1027109.1,bus2=L3101788.1
Line.LN5714056-2,bus1=N1139551,bus2=M1026695
Line.LN6289479-1,bus1=M1125962.3,bus2=P903490.3
Line.LN6199508-1,bus1=M1047819.2,bus2=L2916603.2
Line.LN6137009-1,bus1=L3214069,bus2=M1125960
Line.LN5472376-1,bus1=L2879081.1,bus2=M1026682.1
Line.LN5895781-1,bus1=M1026660.1,bus2=L3160106.1
Line.2002200004868472_sw,bus1=D5563942-4_INT,bus2=Q16483
Line.LN5563942-4,bus1=M1149235,bus2=D5563942-4_INT
Line.LN5835160-1,bus1=M1069515,bus2=M1069514
Line.LN5533838-1,bus1=L2992656.1,bus2=M1166356.1
Line.LN6169249-2,bus1=M1026891.3,bus2=N1147863.3
Line.LN8979257-1,bus1=P850083,bus2=221-312488
Line.LN5472386-1,bus1=M1069565.2,bus2=L3178988.2
Line.LN5623410-1,bus1=M1026855,bus2=M1026861
Line.LN5500985-1,bus1=M1108505.1,bus2=P901946.1
Line.LN5532752-3,bus1=N1136660.1,bus2=L3010568.1
Line.LN5532791-1,bus1=M1026357,bus2=M1026356
Line.LN5591813-1,bus1=L2989600.1,bus2=M1166362.1
Line.LN6350556-2,bus1=M1069517,bus2=N1136367
Line.LN6142227-1,bus1=M1166395.3,bus2=M1166396.3
Line.LN5651987-1,bus1=M1125944.1,bus2=P901941.1
Line.LN5895792-1,bus1=M1026486.2,bus2=M1026487.2
Line.LN5744366-1,bus1=M1069348.3,bus2=M1069356.3
Line.LN5835128-1,bus1=L2804248.2,bus2=M1027005.2
Line.LN6138615-1,bus1=M1026877.1,bus2=L2729413.1
Line.LN5623400-1,bus1=L3122817.3,bus2=L2673314.3
Line.LN5472373-1,bus1=M1047368.2,bus2=L2785528.2
Line.LN5593226-1,bus1=L2935555.1,bus2=L2897773.1
Line.LN6409798-1,bus1=M1027091.1,bus2=L2764412.1
Line.LN6380809-3,bus1=N1136998,bus2=M1047669
Line.LN6322801-1,bus1=M1186063.2,bus2=P829979.2
Line.LN6077780-1,bus1=M1026849.1,bus2=M1026848.1
Line.LN5865243-1,bus1=M1069208.3,bus2=L3010567.3
Line.LN5742898-1,bus1=M1047737,bus2=L3027157
Line.LN6411372-1,bus1=M1047672,bus2=L2822866
Line.LN6439986-2,bus1=P901932.3,bus2=N1136359.3
Line.LN6108147-1,bus1=M1026323.2,bus2=L2991917.2
Line.LN5894206-4,bus1=N1137005,bus2=M1047724
Line.LN6138616-1,bus1=M1009763.2,bus2=L2766730.2
Line.LN6417942-1,bus1=M1108499.1,bus2=M1108507.1
Line.LN6017292-1,bus1=M1026891,bus2=L3160102
Line.LN6108125-3,bus1=M1089215,bus2=N1134474
Line.LN5501088-1,bus1=L3195356,bus2=M1069189
Line.LN6137018-1,bus1=L3048889.3,bus2=M1166407.3
Line.LN6163394-1,bus1=M1008753.2,bus2=M1026307.2
Line.LN6106657-1,bus1=M1069481,bus2=L2745848
Line.LN6195664-1,bus1=M1047420.1,bus2=M1047419.1
Line.LN5986921-1,bus1=M1089203,bus2=M1089207
Line.LN8961799-2,bus1=L2729206.3,bus2=L2729207.3
Line.LN6228311-1,bus1=P901945,bus2=M1125988
Line.LN5631690-1,bus1=M1047572,bus2=M1047580
Line.LN81048106-2,bus1=L2821087.1,bus2=L2990098.1
Line.LN5712492-2,bus1=L3045895.3,bus2=M1108329.3
Line.LN8945013-1,bus1=P827530.1,bus2=221-240991.1
Line.LN5532747-1,bus1=L2897773.1,bus2=L3197631.1
Line.LN6332133-1,bus1=M1108315.3,bus2=P860843.3
Line.LN6291244-1,bus1=L3160865,bus2=M1142828
Line.LN6375549-3,bus1=N1138599,bus2=L3181545
Line.LN5866267-1,bus1=M1209753.2,bus2=M1209748.2
Line.LN6048633-1,bus1=M1209782.1,bus2=L3217057.1
Line.LN81353936-3,bus1=L3645811.3,bus2=193-103041.3
Line.LN5691535-1,bus1=M1047401.1,bus2=M1047403.1
Line.LN6171508-1,bus1=E182748,bus2=L2673346
Line.LN6259985-1,bus1=L2841619.3,bus2=L2785515.3
Line.LN6318427-1,bus1=M1047809.2,bus2=L2989432.2
Line.LN6259999-3,bus1=N1140524.1,bus2=L3197641.1
Line.LN5895772-1,bus1=M1108353.3,bus2=L3048205.3
Line.LN5651997-1,bus1=M1126020.1,bus2=M1126025.1
Line.LN5986929-1,bus1=M1069206.3,bus2=L2841625.3
Line.LN5924705-3,bus1=N1136360.1,bus2=L2729424.1
Line.LN6048681-1,bus1=M1142815.1,bus2=L2917359.1
Line.LN6167751-6,bus1=M3037538.1,bus2=L3027133.1
Line.LN5562922-1,bus1=M1089165.3,bus2=L3197627.3
Line.LN6320330-1,bus1=M1069187.1,bus2=L2748129.1
Line.LN5679696-1,bus1=M1089201,bus2=M1089202
Line.LN5804800-1,bus1=M1047568,bus2=M1047558
Line.LN6134418-1,bus1=M1125978.2,bus2=L3254869.2
Line.2002200004991174_sw,bus1=D6290228-6_INT,bus2=Q16642
Line.LN6290228-6,bus1=N1136657,bus2=D6290228-6_INT
Line.LN5959087-1,bus1=196-29518,bus2=L3122816
Line.LN6288856-1,bus1=L3104130.2,bus2=L2763072.2
Line.LN6046042-1,bus1=M1089113.2,bus2=M1089103.2
Line.LN81048108-2,bus1=L3027671.1,bus2=M1108423.1
Line.LN6318740-3,bus1=N1137998.3,bus2=M1026895.3
Line.LN5863704-2,bus1=L2858166,bus2=N1136667
Line.LN6129680-2,bus1=M1047521.1,bus2=N1136665.1
Line.LN8940662-1,bus1=M1209774,bus2=221-242079
Line.LN5986922-1,bus1=M1027004.2,bus2=L2804248.2
Line.LN81048102-4,bus1=N1230122.1,bus2=L3233412.1
Line.LN5803257-1,bus1=M1026705.3,bus2=L2710532.3
Line.LN5926309-2,bus1=M1069135.1,bus2=N1139539.1
Line.LN6411382-1,bus1=M1089143.1,bus2=M1089144.1
Line.LN5985351-1,bus1=L3216343.3,bus2=L3082981.3
Line.LN6199524-1,bus1=M1026330.2,bus2=L2785526.2
Line.LN5898194-1,bus1=M1186065,bus2=P829977
Line.LN5985039-1,bus1=M1026902,bus2=M1026905
Line.LN5562932-1,bus1=M1047522,bus2=M1047521
Line.LN5501001-2,bus1=M3037538.1,bus2=L2857591.1
Line.LN5591697-1,bus1=E206210.3,bus2=M1069225.3
Line.LN6140774-3,bus1=P827502.1,bus2=N1137993.1
Line.LN6350540-1,bus1=L2860486.3,bus2=L3141399.3
Line.LN6290211-1,bus1=L2766722.2,bus2=L2879071.2
Line.LN6077807-1,bus1=M1027027.3,bus2=L2766746.3
Line.LN6139646-1,bus1=M1142860,bus2=M1142863
Line.LN6900591-6,bus1=L3649297.1,bus2=L3649298.1
Line.LN5595583-1,bus1=M1125902.1,bus2=P829986.1
Line.LN5924697-1,bus1=M1069174.3,bus2=L2841630.3
Line.LN6492184-2,bus1=M3016088.1,bus2=L3312692.1
Line.LN5473440-1,bus1=L2823611,bus2=L3030204
Line.LN6320324-1,bus1=M1069495,bus2=M1069498
Line.LN5773046-2,bus1=M1069551.2,bus2=M1069560.2
Line.LN6079946-1,bus1=L3179678,bus2=L2804249
Line.LN6381851-1,bus1=M1149225.2,bus2=L2767409.2
Line.LN6290228-5,bus1=R42246,bus2=L2691967
Line.LN5683853-1,bus1=L2897801.1,bus2=M1069384.1
Line.LN5500971-1,bus1=M1108268.2,bus2=M1108267.2
Line.LN6879075-2,bus1=M3729981.1,bus2=L3632979.1
Line.LN6320367-3,bus1=M1047312,bus2=N1137960
Line.LN8968082-1,bus1=P841985.2,bus2=221-306687.2
Line.LN5927299-1,bus1=M1125974.3,bus2=L3104796.3
Line.LN6255773-1,bus1=M1026785,bus2=M1026783
Line.LN6660514-2,bus1=M3327098.2,bus2=M3327097.2
Line.LN8979346-5,bus1=N1139250.1,bus2=L2821770.1
Line.LN5686245-3,bus1=N1141476.1,bus2=L2692654.1
Line.LN5804792-1,bus1=L2785519.1,bus2=L3104122.1
Line.LN5593218-1,bus1=L3104117.3,bus2=M1069494.3
Line.LN6077770-1,bus1=M1026941.1,bus2=L3197618.1
Line.LN5542283-1,bus1=M1209772,bus2=E192258
Line.L9191_48332_sw,bus1=D5534970-1_INT,bus2=E182732
Line.LN5534970-1,bus1=L2841633,bus2=D5534970-1_INT
Line.LN5682448-3,bus1=N1137987.3,bus2=L3027156.3
Line.LN5472369-1,bus1=L3104134,bus2=M1047346
Line.LN5558792-1,bus1=M1026808,bus2=M1026807
Line.LN6259982-1,bus1=L3254206.2,bus2=M1009827.2
Line.LN6379373-1,bus1=M1027109.1,bus2=M1027114.1
Line.LN6262266-13,bus1=N1145954,bus2=P827580
Line.LN5956460-1,bus1=L2879062.3,bus2=M1089173.3
Line.LN6231992-3,bus1=P827501.3,bus2=N1140516.3
Line.LN6138591-1,bus1=M1009828.2,bus2=L3254206.2
Line.LN5594239-1,bus1=L2955074,bus2=L3030199
Line.LN6139658-1,bus1=M1142801.2,bus2=L3217064.2
Line.LN5742901-1,bus1=L3104859.2,bus2=L2970845.2
Line.LN6320366-1,bus1=L3010585.1,bus2=M1026798.1
Line.LN6017284-1,bus1=M1008746.2,bus2=L2954339.2
Line.LN6077781-3,bus1=N1136663,bus2=M1047522
Line.LN5684859-1,bus1=M1142819.2,bus2=L2861219.2
Line.LN6320323-1,bus1=M1108261.2,bus2=M1108260.2
Line.LN5502541-1,bus1=M1026329.1,bus2=L3104135.1
Line.LN6350533-5,bus1=M4277837,bus2=M1069419
Line.LN5837496-1,bus1=P829798.1,bus2=M1108489.1
Line.LN5926289-1,bus1=M1047836.2,bus2=L3254203.2
Line.LN5926305-1,bus1=L2841630.3,bus2=L2954352.3
Line.LN5647724-1,bus1=L2689726.1,bus2=M1047400.1
Line.LN5744369-1,bus1=M1069451.3,bus2=L2804282.3
Line.LN5863714-3,bus1=N1134478,bus2=M1069505
Line.LN5958707-1,bus1=M1069428.2,bus2=P827576.2
Line.LN5562952-1,bus1=L2766742.2,bus2=M1009820.2
Line.LN6291288-2,bus1=N1141477.1,bus2=L2879794.1
Line.LN6018332-1,bus1=M1125929.1,bus2=L2842379.1
Line.LN5503479-1,bus1=L2767342.1,bus2=L2748780.1
Line.LN5895801-1,bus1=M1069607.2,bus2=L2916617.2
Line.LN8979346-1,bus1=P850401.1,bus2=221-311583.1
Line.LN5531334-1,bus1=L2820590.3,bus2=M1108328.3
Line.LN5865234-1,bus1=M1047750.1,bus2=M1047744.1
Line.LN6200527-1,bus1=L2730163,bus2=L2992624
Line.LN5956471-2,bus1=N1136670,bus2=M1047572
Line.LN5774466-1,bus1=M1026339.2,bus2=L2766727.2
Line.LN5682325-1,bus1=P901894.1,bus2=M1026857.1
Line.LN6258530-1,bus1=M1166356.1,bus2=L2727019.1
Line.LN6047604-1,bus1=M1069428,bus2=M1069424
Line.LN5835147-1,bus1=M1026387.1,bus2=L3085402.1
Line.LN6268990-2,bus1=M1047613.3,bus2=M1047612.3
Line.LN5742828-2,bus1=L2801909,bus2=M1209814
Line.LN6061815-1,bus1=M1108398,bus2=M1108395
Line.LN5956476-1,bus1=M1026487.2,bus2=L2897784.2
Line.LN6290208-1,bus1=M1047831.2,bus2=L3178974.2
Line.LN5865235-3,bus1=N1137986,bus2=M1047732
Line.LN5532735-1,bus1=L2673300.2,bus2=M1008753.2
Line.LN5686078-2,bus1=M1108263.2,bus2=N1142112.2
Line.LN6077800-1,bus1=L2748131.2,bus2=L2729427.2
Line.LN6047580-2,bus1=M1026681,bus2=L3048221
Line.LN6411369-1,bus1=L2785518.3,bus2=L2766717.3
Line.LN6138605-1,bus1=L3216347.3,bus2=L2785523.3
Line.LN6290210-1,bus1=M1026979,bus2=M1026984
Line.LN5593245-1,bus1=M1069632.2,bus2=L2954361.2
Line.LN6896673-6,bus1=M3763619,bus2=M3763624
Line.LN6108126-1,bus1=M1069169.1,bus2=L2879064.1
Line.LN5776666-1,bus1=M1026960.1,bus2=M1026961.1
Line.LN6230805-1,bus1=M1108352.3,bus2=M1108356.3
Line.LN5500978-1,bus1=M1108258.2,bus2=L3195318.2
Line.LN5686489-1,bus1=M1108316.3,bus2=196-35541.3
Line.LN5867683-3,bus1=N1136996,bus2=M1047649
Line.LN5744330-1,bus1=L2860482.1,bus2=L3254204.1
Line.LN6167732-3,bus1=N1134472.1,bus2=L2973148.1
Line.LN5744352-1,bus1=M1069590.2,bus2=L2801902.2
Line.LN6229804-1,bus1=L2860488.2,bus2=M1026308.2
Line.LN6318767-1,bus1=E206217,bus2=M1125969
Line.LN5593249-1,bus1=M1069181.1,bus2=L2748146.1
Line.LN6259994-3,bus1=M1026646.1,bus2=N1139549.1
Line.LN5924721-1,bus1=M1027087.1,bus2=M1027091.1
Line.LN6292463-1,bus1=P827496.2,bus2=M1108262.2
Line.LN5472372-1,bus1=M1047326.1,bus2=M1047338.1
Line.LN6077815-5,bus1=L3784018,bus2=N1136028
Line.LN5532745-1,bus1=M1026969.2,bus2=M1026972.2
Line.LN6411394-2,bus1=M1026859.1,bus2=N1138593.1
Line.LN5985339-1,bus1=P827534.1,bus2=M1069130.1
Line.LN5744327-1,bus1=M1047834.2,bus2=L3197624.2
Line.LN5502556-1,bus1=M1069557.2,bus2=M1069558.2
Line.LN6138623-1,bus1=M1069504.1,bus2=L3197654.1
Line.LN5714055-1,bus1=M1047344.1,bus2=L2897772.1
Line.LN5472353-1,bus1=M1047831.2,bus2=L2710505.2
Line.LN6076243-1,bus1=M1069564.1,bus2=P901933.1
Line.LN5895789-3,bus1=R18243,bus2=N1139552
Line.LN6350534-1,bus1=M1047374.2,bus2=L2879065.2
Line.LN5683859-1,bus1=M1026805.1,bus2=L3010585.1
Line.LN5894220-1,bus1=M1108258.2,bus2=M1108257.2
Line.LN5805804-1,bus1=M1166364.3,bus2=M1166358.3
Line.LN5752776-3,bus1=N1136671,bus2=M1047593
Line.LN5563943-1,bus1=M1166362.1,bus2=L2898522.1
Line.LN5866186-1,bus1=M1209822.3,bus2=L2992556.3
Line.LN5682339-1,bus1=M1047507,bus2=196-35813
Line.LN6318771-1,bus1=M1166407.3,bus2=L3064514.3
Line.LN6199523-3,bus1=N1140831.3,bus2=L3141402.3
Line.LN5818176-1,bus1=L2673322.2,bus2=L2859391.2
Line.LN6290218-1,bus1=M1026366.1,bus2=L2860489.1
Line.LN5473449-1,bus1=L2936279,bus2=L3179678
Line.LN5653460-5,bus1=L3216345,bus2=M3768670
Line.LN6108124-1,bus1=M1026987.2,bus2=M1026989.2
Line.LN5593223-1,bus1=L2935553.2,bus2=M1026987.2
Line.LN5776672-1,bus1=P827574.1,bus2=L3160123.1
Line.LN5565229-1,bus1=M1108484.1,bus2=P829797.1
Line.LN6200528-1,bus1=M1209752.2,bus2=M1209751.2
Line.LN6290215-1,bus1=M1026780,bus2=M1026774
Line.LN5623417-1,bus1=L2710514.2,bus2=M1047787.2
Line.LN5865267-1,bus1=M1026989.2,bus2=L2673343.2
Line.LN6076240-1,bus1=M1047825.2,bus2=L2726975.2
Line.LN6900592-3,bus1=M3772794.1,bus2=L3649306.1
Line.LN6200532-1,bus1=M1142818,bus2=L2955074
Line.LN6109148-1,bus1=L2879767.2,bus2=L2767407.2
Line.LN6411005-2,bus1=M1108380,bus2=L2898495
Line.LN5957412-1,bus1=M1126031.3,bus2=L2730107.3
Line.LN7061777-3,bus1=M4113347.3,bus2=N1138606.3
Line.LN6229785-1,bus1=M1008733.2,bus2=L3216339.2
Line.LN0247162_sw,bus1=D5472341-1_INT.2,bus2=F739842.2
Line.LN5472341-1,bus1=M1026472.2,bus2=D5472341-1_INT.2
Line.LN6260017-1,bus1=L2897792.1,bus2=L2785538.1
Line.LN6076245-1,bus1=L2989564.2,bus2=L2897789.2
Line.LN5562934-1,bus1=M1026800,bus2=M1026797
Line.LN81098881-1,bus1=M1089185,bus2=P850083
Line.LN5894226-3,bus1=M1166393.3,bus2=L2745811.3
Line.LN5623394-1,bus1=M1047388.2,bus2=L2729407.2
Line.LN6140775-5,bus1=N1140527.3,bus2=L3342743.3
Line.LN6440004-3,bus1=N1147861.3,bus2=L3122818.3
Line.LN6413566-1,bus1=P903360.1,bus2=M1047430.1
Line.LN6350546-1,bus1=M1047325,bus2=M1047324
Line.LN5531325-1,bus1=L2876846.2,bus2=L3048203.2
Line.LN5623397-1,bus1=M1047755.1,bus2=M1047751.1
Line.LN81018877-2,bus1=P873800.3,bus2=221-306686.3
Line.LN5532768-1,bus1=L2748144,bus2=M1069533
Line.LN6506305-2,bus1=L3086079.2,bus2=L2936276.2
Line.LN5472388-1,bus1=L3085410.2,bus2=L2860499.2
Line.LN6049823-1,bus1=P827564.3,bus2=M1069348.3
Line.LN5829831-1,bus1=M1047485,bus2=L3122821
Line.LN5562937-2,bus1=M1026347.1,bus2=N1145956.1
Line.LN6047574-2,bus1=M1047534.3,bus2=N1136661.3
Line.LN6170336-1,bus1=M1166358.3,bus2=L3030205.3
Line.LN6260020-1,bus1=M1026655,bus2=M1009651
Line.LN6137794-1,bus1=P903490.3,bus2=M1125961.3
Line.LN6076266-1,bus1=M1027123.1,bus2=L3008248.1
Line.LN5956462-1,bus1=M1108344.3,bus2=L2804250.3
Line.LN6229806-1,bus1=L2954354.1,bus2=L2673321.1
Line.LN5986961-1,bus1=M1108361.3,bus2=L3048228.3
Line.LN6383060-3,bus1=N1139538.2,bus2=L3066818.2
Line.LN6320337-1,bus1=M1026916.2,bus2=L3197634.2
Line.LN6440002-2,bus1=N1137999.1,bus2=L2876813.1
Line.LN5472393-1,bus1=L2729427.2,bus2=M1047786.2
Line.LN6228279-2,bus1=M1026942.1,bus2=L3141389.1
Line.LN6412356-1,bus1=M1186063,bus2=M1209776
Line.LN6375549-4,bus1=M1069376,bus2=N1138599
Line.LN5865251-1,bus1=M1026393.1,bus2=L2935559.1
Line.LN5896731-1,bus1=L2730108.3,bus2=L2786204.3
Line.LN5501092-1,bus1=L3120534.1,bus2=M1126020.1
Line.LN6409781-2,bus1=M1069563.1,bus2=N1136362.1
Line.LN6103924-1,bus1=M1089203.1,bus2=P895087.1
Line.LN6077783-1,bus1=M1047335.1,bus2=L2954354.1
Line.LN6108143-1,bus1=L3254217,bus2=M1026800
Line.LN5593214-1,bus1=M1089093.3,bus2=M1089094.3
Line.LN5621841-2,bus1=196-35813,bus2=N1140519
Line.LN5742826-1,bus1=M1126020.1,bus2=L3101782.1
Line.LN6292465-3,bus1=N1139542.3,bus2=P827523.3
Line.LN6379347-1,bus1=M1047769.2,bus2=L2710514.2
Line.LN5992960-1,bus1=M1166377,bus2=M1166376
Line.LN6196270-5,bus1=N1140824.1,bus2=L3226771.1
Line.LN5621833-2,bus1=M1026705.3,bus2=N1140829.3
Line.LN5562925-1,bus1=M1026940.2,bus2=M1026939.2
Line.LN5863691-2,bus1=L2820528.3,bus2=L2745799.3
