Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"M1047457", 12.47, 2,    7252.16, -149.8,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710546", 12.47, 2,    7251.63, -149.8,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2674027", 12.47, 1,    7249.92,  -28.3,     1.007, 2,    7717.59, -147.0,     1.072, 3,    7593.02,   95.6,    1.0547, 0, 0, 0, 0
"L2692633", 12.47, 1,    7244.21,  -28.3,    1.0062, 2,    7718.58, -147.1,    1.0721, 3,    7593.44,   95.6,    1.0547, 0, 0, 0, 0
"N1142108", 12.47, 1,    7523.88,  -28.9,     1.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2674051", 12.47, 1,    7523.84,  -28.9,     1.045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069135", 12.47, 1,    7454.47,  -30.5,    1.0354, 2,    7431.43, -150.0,    1.0322, 3,    7534.23,   90.6,    1.0465, 0, 0, 0, 0
"R18242", 12.47, 1,    7452.82,  -30.5,    1.0352, 2,    7430.13, -150.0,     1.032, 3,    7535.15,   90.5,    1.0466, 0, 0, 0, 0
"M1047534", 12.47, 1,    7478.22,  -31.0,    1.0387, 2,    7430.95, -149.1,    1.0321, 3,     7434.2,   95.6,    1.0326, 0, 0, 0, 0
"N1136663", 12.47, 1,    7459.24,  -31.0,    1.0361, 2,    7425.25, -149.1,    1.0313, 3,    7428.41,   95.6,    1.0318, 0, 0, 0, 0
"M1108508", 12.47, 3,    7504.82,   95.6,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3097861", 12.47, 3,    7504.74,   95.6,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069560", 12.47, 2,    7526.54, -148.5,    1.0454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973153", 12.47, 1,    7384.17,  -31.2,    1.0256, 2,    7376.94, -149.4,    1.0246, 3,    7411.39,   95.6,    1.0294, 0, 0, 0, 0
"N1136998", 12.47, 1,    7383.68,  -31.2,    1.0256, 2,    7376.32, -149.4,    1.0246, 3,    7411.47,   95.6,    1.0294, 0, 0, 0, 0
"L2898515", 12.47, 3,    7584.42,   92.2,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166387", 12.47, 3,    7584.35,   92.2,    1.0534, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047442", 12.47, 2,     7270.2, -149.7,    1.0098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235250", 12.47, 2,    7270.13, -149.7,    1.0098, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142871", 12.47, 1,    7446.04,  -28.7,    1.0342, 2,    7647.47, -147.7,    1.0622, 3,    7588.58,   93.3,     1.054, 0, 0, 0, 0
"M1142874", 12.47, 1,    7443.15,  -28.7,    1.0338, 2,    7648.44, -147.7,    1.0623, 3,    7588.42,   93.4,     1.054, 0, 0, 0, 0
"L2955081", 12.47, 1,    7525.51,  -28.9,    1.0453, 2,    7612.11, -148.1,    1.0573, 3,    7591.23,   92.3,    1.0544, 0, 0, 0, 0
"M1108315", 12.47, 1,    7526.79,  -28.9,    1.0455, 2,    7611.39, -148.1,    1.0572, 3,    7590.88,   92.2,    1.0544, 0, 0, 0, 0
"L2973162", 12.47, 1,    7389.43,  -30.5,    1.0264, 2,    7346.14, -150.2,    1.0204, 3,    7534.72,   90.6,    1.0466, 0, 0, 0, 0
"M1026333", 12.47, 1,    7389.07,  -30.5,    1.0263, 2,    7344.17, -150.2,    1.0201, 3,    7535.17,   90.6,    1.0466, 0, 0, 0, 0
"M1009832", 12.47, 2,     7307.2, -149.9,     1.015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860479", 12.47, 2,    7307.19, -149.9,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026854", 12.47, 1,    7335.08,  -31.5,    1.0188, 2,    7395.76, -149.5,    1.0273, 3,    7402.86,   95.7,    1.0282, 0, 0, 0, 0
"P901894", 12.47, 1,    7334.94,  -31.5,    1.0188, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026485", 12.47, 2,    7403.35, -150.1,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026492", 12.47, 2,    7403.21, -150.1,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6413567-3_INT", 12.47, 1,    7487.97,  -30.0,    1.0401, 2,    7480.77, -149.3,    1.0391, 3,    7517.38,   91.1,    1.0441, 0, 0, 0, 0
"E182724", 12.47, 1,    7487.97,  -30.0,    1.0401, 2,    7480.76, -149.3,    1.0391, 3,    7517.41,   91.1,    1.0441, 0, 0, 0, 0
"N1139541", 12.47, 1,    7488.62,  -30.0,    1.0402, 2,    7481.44, -149.3,    1.0392, 3,    7517.19,   91.1,    1.0441, 0, 0, 0, 0
"M4122658", 12.47, 1,    7307.78,  -28.2,     1.015, 2,    7698.99, -147.0,    1.0694, 3,     7589.3,   95.2,    1.0541, 0, 0, 0, 0
"L2933135", 12.47, 1,    7307.66,  -28.2,     1.015, 2,    7699.04, -147.0,    1.0694, 3,    7589.31,   95.2,    1.0541, 0, 0, 0, 0
"L2729414", 12.47, 1,    7280.68,  -31.4,    1.0113, 2,    7402.96, -149.2,    1.0283, 3,     7358.5,   95.8,    1.0221, 4, 2.28267E-020,  110.2, 3.1706E-024
"L2729430", 12.47, 2,    7332.96, -149.8,    1.0185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766742", 12.47, 2,    7328.13, -149.8,    1.0179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026972", 12.47, 2,    7274.36, -149.6,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860483", 12.47, 2,    7274.24, -149.6,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860490", 12.47, 1,       7448,  -30.5,    1.0345, 2,    7425.84, -150.0,    1.0314, 3,    7534.33,   90.5,    1.0465, 0, 0, 0, 0
"L3104134", 12.47, 1,    7445.26,  -30.5,    1.0341, 2,    7423.34, -150.1,    1.0311, 3,    7533.86,   90.5,    1.0464, 4, 2.52355E-021,   66.8, 3.5052E-025
"M1089144", 12.47, 1,    7485.62,  -29.4,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827522", 12.47, 1,    7485.61,  -29.4,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089118", 12.47, 1,    7507.27,  -29.7,    1.0427, 2,     7505.4, -149.0,    1.0425, 3,    7524.61,   91.3,    1.0451, 0, 0, 0, 0
"L3048208", 12.47, 1,    7507.24,  -29.7,    1.0427, 2,    3762.01,  155.3,   0.52253, 3,    3762.01,  155.3,   0.52253, 4, 1.64689E-020,  155.3, 2.2875E-024
"M1108505", 12.47, 1,     7265.1,  -28.1,    1.0091, 2,    7715.03, -146.9,    1.0716, 3,    7591.88,   95.6,    1.0545, 0, 0, 0, 0
"L2955047", 12.47, 1,    7260.47,  -28.2,    1.0085, 2,    7715.81, -146.9,    1.0717, 3,    7592.23,   95.6,    1.0545, 0, 0, 0, 0
"M1089148", 12.47, 1,    7484.38,  -29.4,    1.0396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766721", 12.47, 1,    7484.34,  -29.4,    1.0396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026745", 12.47, 2,    7244.78, -149.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029183", 12.47, 2,    7244.58, -149.8,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710512", 12.47, 2,    7259.15, -149.6,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047828", 12.47, 2,    7256.97, -149.6,     1.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047342", 12.47, 1,    7441.23,  -30.5,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197645", 12.47, 1,    7441.18,  -30.5,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069192", 12.47, 1,    7482.34,  -30.0,    1.0393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235253", 12.47, 1,    7482.29,  -30.0,    1.0393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3214071", 12.47, 1,    7401.25,  -28.5,     1.028, 2,    7662.66, -147.5,    1.0643, 3,    7586.96,   93.9,    1.0538, 0, 0, 0, 0
"M1125952", 12.47, 1,    7397.13,  -28.5,    1.0274, 2,    7664.07, -147.5,    1.0645, 3,    7586.88,   94.0,    1.0538, 0, 0, 0, 0
"M1027101", 12.47, 2,    7256.25, -149.6,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860480", 12.47, 2,     7256.1, -149.6,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710517", 12.47, 1,    7240.53,  -31.5,    1.0057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026646", 12.47, 1,    7239.45,  -31.5,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069662", 12.47, 2,    7506.87, -148.6,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935547", 12.47, 2,    7506.83, -148.6,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026931", 12.47, 1,    7321.37,  -31.6,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216336", 12.47, 1,    7321.01,  -31.6,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3142049", 12.47, 1,    7287.38,  -28.1,    1.0122, 2,    7708.23, -146.9,    1.0707, 3,    7590.42,   95.5,    1.0543, 0, 0, 0, 0
"M1108493", 12.47, 1,    7281.53,  -28.0,    1.0114, 2,    7710.87, -146.8,     1.071, 3,    7590.88,   95.5,    1.0544, 0, 0, 0, 0
"M1069169", 12.47, 1,     7483.9,  -30.0,    1.0395, 2,    7476.58, -149.4,    1.0385, 3,    7518.62,   91.0,    1.0443, 0, 0, 0, 0
"L3010556", 12.47, 1,    7481.49,  -30.1,    1.0392, 2,    7473.11, -149.4,     1.038, 3,    7519.61,   91.0,    1.0445, 0, 0, 0, 0
"L2991933", 12.47, 3,     7397.3,   95.7,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122837", 12.47, 3,    7397.16,   95.7,    1.0274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2691936", 12.47, 1,     7320.6,  -31.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897772", 12.47, 1,    7418.19,  -30.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101814", 12.47, 1,    7418.19,  -30.5,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766732", 12.47, 2,     7403.4, -150.1,    1.0283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2989564", 12.47, 2,    7507.03, -148.6,    1.0427, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1126016", 12.47, 1,    7256.01,  -28.2,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120534", 12.47, 1,    7255.88,  -28.2,    1.0078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026330", 12.47, 1,    7388.49,  -30.5,    1.0262, 2,    7340.33, -150.2,    1.0196, 3,    7536.12,   90.6,    1.0467, 0, 0, 0, 0
"L2766726", 12.47, 2,     7340.3, -150.2,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P901912", 12.47, 2,    7390.81, -149.3,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195365", 12.47, 2,    7390.81, -149.3,    1.0266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108381", 12.47, 1,    7322.34,  -28.3,    1.0171, 2,    7678.11, -147.2,    1.0665, 3,    7582.34,   94.8,    1.0532, 0, 0, 0, 0
"L3254237", 12.47, 1,    7321.76,  -28.3,     1.017, 2,    7677.83, -147.2,    1.0664, 3,    7581.92,   94.8,    1.0531, 0, 0, 0, 0
"L2804262", 12.47, 1,    7333.37,  -31.6,    1.0186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841639", 12.47, 1,     7331.9,  -31.6,    1.0184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1230123", 12.47, 2,    7680.35, -147.2,    1.0668, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2708744", 12.47, 2,    7679.74, -147.2,    1.0667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069519", 12.47, 1,    7297.75,  -29.9,    1.0136, 2,    7548.28, -148.5,    1.0484, 3,    7524.72,   95.6,    1.0452, 0, 0, 0, 0
"P901927", 12.47, 2,    7548.28, -148.5,    1.0484, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897790", 12.47, 3,    7526.98,   95.6,    1.0455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935566", 12.47, 3,    7526.93,   95.6,    1.0455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216337", 12.47, 1,    7321.33,  -31.6,    1.0169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P901931", 12.47, 3,    7527.06,   95.6,    1.0455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069548", 12.47, 3,    7527.05,   95.6,    1.0455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1010013", 12.47, 1,    7168.44,  -31.9,   0.99568, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120503", 12.47, 1,    7168.32,  -31.9,   0.99566, 2,    3591.78,  153.5,   0.49889, 3,    3591.78,  153.5,   0.49889, 4, 1.66345E-020,  153.5, 2.3105E-024
"M1089145", 12.47, 1,     7485.5,  -29.4,    1.0397, 2,    7549.97, -148.6,    1.0487, 3,    7552.28,   91.7,     1.049, 0, 0, 0, 0
"L3215385", 12.47, 1,    7485.48,  -29.4,    1.0397, 2,    7549.94, -148.6,    1.0487, 3,    7552.24,   91.7,     1.049, 0, 0, 0, 0
"M1026852", 12.47, 1,    7328.39,  -31.6,    1.0179, 2,    7393.38, -149.5,    1.0269, 3,    7402.27,   95.7,    1.0282, 0, 0, 0, 0
"M1069420", 12.47, 1,    7329.49,  -31.2,     1.018, 2,    7324.84, -149.6,    1.0174, 3,    7373.15,   95.5,    1.0241, 0, 0, 0, 0
"L3157708", 12.47, 3,    7397.21,   95.6,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1137991", 12.47, 3,     7397.2,   95.6,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108413", 12.47, 1,    7324.67,  -28.3,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108460", 12.47, 1,    7323.74,  -28.3,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827532", 12.47, 1,    7430.73,  -30.5,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047326", 12.47, 1,    7430.72,  -30.5,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E182732", 12.47, 1,    7307.68,  -31.3,     1.015, 2,    7400.79, -149.2,    1.0279, 3,    7367.14,   95.7,    1.0233, 0, 0, 0, 0
"M1026760", 12.47, 1,    7307.09,  -31.3,    1.0149, 2,    7400.83, -149.2,     1.028, 3,    7366.94,   95.7,    1.0232, 0, 0, 0, 0
"L3048205", 12.47, 3,    7541.79,   92.1,    1.0475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108361", 12.47, 3,    7534.76,   92.1,    1.0466, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3036169", 12.47, 1,    7242.87,  -31.5,     1.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673317", 12.47, 1,     7242.8,  -31.5,     1.006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3178981", 12.47, 2,    7428.21, -150.0,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047368", 12.47, 2,    7422.67, -150.0,     1.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136354", 12.47, 1,    7296.83,  -29.9,    1.0135, 2,    7546.55, -148.5,    1.0482, 3,    7526.09,   95.6,    1.0454, 0, 0, 0, 0
"L2879794", 12.47, 1,    7507.92,  -28.8,    1.0428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142811", 12.47, 1,    7507.84,  -28.8,    1.0428, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069565", 12.47, 2,    7529.09, -148.5,    1.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785536", 12.47, 2,    7528.95, -148.5,    1.0458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104114", 12.47, 2,    7318.02, -149.8,    1.0165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009824", 12.47, 2,    7315.87, -149.8,    1.0162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2745848", 12.47, 1,    7343.54,  -31.3,      1.02, 2,    7356.25, -149.4,    1.0218, 3,    7375.91,   95.5,    1.0245, 0, 0, 0, 0
"L2673308", 12.47, 1,    7342.76,  -31.3,    1.0199, 2,    7354.56, -149.4,    1.0215, 3,    7375.74,   95.5,    1.0245, 0, 0, 0, 0
"L2991939", 12.47, 1,    7341.25,  -31.3,    1.0197, 2,     7351.3, -149.5,    1.0211, 3,    7375.38,   95.5,    1.0244, 0, 0, 0, 0
"L2916606", 12.47, 3,    7552.22,   92.2,     1.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822864", 12.47, 3,    7552.16,   92.2,     1.049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142851", 12.47, 1,    7478.29,  -28.8,    1.0387, 2,    7636.63, -147.9,    1.0607, 3,    7590.68,   92.9,    1.0543, 0, 0, 0, 0
"196-31070", 12.47, 1,    7477.25,  -28.8,    1.0386, 2,    7636.98, -147.9,    1.0608, 3,    7590.59,   92.9,    1.0543, 0, 0, 0, 0
"M1209822", 12.47, 3,    7537.45,   91.3,    1.0469, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209823", 12.47, 3,    7535.85,   91.3,    1.0467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069550", 12.47, 2,     7530.8, -148.5,     1.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069551", 12.47, 2,    7530.62, -148.5,     1.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141397", 12.47, 2,    7274.16, -149.6,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3649299", 12.47, 1,    7357.71,  -31.5,     1.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3772794", 12.47, 1,    7357.65,  -31.5,     1.022, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P895106", 12.47, 2,    7675.49, -147.3,    1.0661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048887", 12.47, 2,    7675.36, -147.3,    1.0661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047824", 12.47, 2,    7259.59, -149.6,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047834", 12.47, 2,     7256.9, -149.6,     1.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069350", 12.47, 1,    7323.21,  -31.2,    1.0172, 2,    7307.94, -149.7,    1.0151, 3,    7369.27,   95.4,    1.0236, 0, 0, 0, 0
"N1144668", 12.47, 1,    7323.24,  -31.2,    1.0172, 2,    7307.92, -149.7,    1.0151, 3,    7368.99,   95.4,    1.0235, 0, 0, 0, 0
"L2879072", 12.47, 2,    7280.29, -149.7,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047441", 12.47, 2,     7271.7, -149.7,      1.01, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108274", 12.47, 2,    7498.15, -149.0,    1.0415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108269", 12.47, 2,    7498.06, -149.0,    1.0415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235244", 12.47, 1,    7320.34,  -31.2,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069398", 12.47, 1,    7320.13,  -31.2,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1147862", 12.47, 1,    7275.99,  -31.7,    1.0106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2685805", 12.47, 1,    7275.92,  -31.7,    1.0106, 2,    3645.84,  153.6,    0.5064, 3,    3645.84,  153.6,    0.5064, 4, 1.65771E-020,  153.6, 2.3025E-024
"M1069247", 12.47, 1,    7322.55,  -31.2,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069248", 12.47, 1,    7322.31,  -31.2,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2786273", 12.47, 2,    7497.92, -149.0,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108278", 12.47, 2,    7497.72, -149.0,    1.0414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254238", 12.47, 1,    7414.23,  -30.5,    1.0298, 2,    7386.62, -150.1,     1.026, 3,    7530.02,   90.6,    1.0459, 0, 0, 0, 0
"M1047303", 12.47, 1,    7411.69,  -30.5,    1.0295, 2,    7382.64, -150.1,    1.0254, 3,    7529.73,   90.6,    1.0459, 0, 0, 0, 0
"M1047633", 12.47, 3,    7408.19,   95.6,     1.029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897554", 12.47, 3,     7407.6,   95.6,    1.0289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069627", 12.47, 2,    7506.49, -148.6,    1.0426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897791", 12.47, 2,    7506.08, -148.6,    1.0426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089097", 12.47, 2,    7499.96, -149.0,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108270", 12.47, 2,    7499.52, -149.0,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142101", 12.47, 1,    7290.37,  -28.1,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2936214", 12.47, 1,    7290.35,  -28.1,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066810", 12.47, 3,     7372.7,   95.5,     1.024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897769", 12.47, 3,    7371.73,   95.5,    1.0239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209758", 12.47, 2,    7595.15, -148.5,    1.0549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209753", 12.47, 2,    7594.98, -148.5,    1.0549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047528", 12.47, 1,    7426.64,  -31.2,    1.0315, 2,    7414.73, -149.2,    1.0299, 3,    7419.16,   95.6,    1.0305, 0, 0, 0, 0
"L2858166", 12.47, 1,    7426.18,  -31.2,    1.0315, 2,    7414.56, -149.3,    1.0299, 3,    7419.06,   95.6,    1.0305, 0, 0, 0, 0
"M1142843", 12.47, 1,    7488.48,  -28.8,    1.0401, 2,    7633.23, -148.0,    1.0602, 3,    7591.55,   92.8,    1.0544, 0, 0, 0, 0
"L3081380", 12.47, 1,    7491.39,  -28.8,    1.0405, 2,     7631.6, -148.0,      1.06, 3,    7591.76,   92.8,    1.0545, 0, 0, 0, 0
"L2804272", 12.47, 2,    7530.49, -148.5,     1.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841641", 12.47, 2,    7530.42, -148.5,     1.046, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069393", 12.47, 2,    7294.81, -149.7,    1.0132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069408", 12.47, 2,     7291.7, -149.7,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142104", 12.47, 1,    7271.48,  -28.1,      1.01, 2,    7713.74, -146.9,    1.0714, 3,    7591.53,   95.6,    1.0544, 0, 0, 0, 0
"M1108500", 12.47, 1,    7267.38,  -28.1,    1.0094, 2,    7714.56, -146.9,    1.0715, 3,    7591.76,   95.6,    1.0545, 0, 0, 0, 0
"L3216348", 12.47, 1,    7219.92,  -31.5,    1.0028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841627", 12.47, 1,    7218.98,  -31.5,    1.0027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916599", 12.47, 1,    7324.53,  -31.6,    1.0174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047447", 12.47, 2,    7262.41, -149.8,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954349", 12.47, 2,    7262.29, -149.8,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235246", 12.47, 2,     7260.4, -149.6,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125911", 12.47, 2,    7614.81, -148.0,    1.0577, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2711224", 12.47, 2,    7614.09, -148.0,    1.0576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1147863", 12.47, 3,    7399.58,   95.7,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
